time,open,high,low,close,volume,value,foreign_buy_vol,foreign_sell_vol,foreign_buy_val,foreign_sell_val,foreign_room,foreign_ownership_pct,foreign_buy_value_bn,foreign_sell_value_bn
2018-11-01,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-02,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-05,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-06,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-07,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-08,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-09,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-12,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-13,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-14,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-15,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-16,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-19,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-20,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-21,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-22,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-23,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-26,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-27,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-28,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-29,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-11-30,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-03,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-04,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-05,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-06,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-07,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-10,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-11,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-12,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-13,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-14,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-17,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-18,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-19,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-20,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-21,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-24,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-25,0.511,0.511,0.511,0.511,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-26,0.307,0.307,0.307,0.307,100,30.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-27,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018-12-28,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-07,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-08,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-09,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-10,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-11,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-14,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-15,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-16,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-17,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-18,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-21,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-22,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-23,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-24,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-25,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-28,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-29,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-30,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-31,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-01,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-11,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-12,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-13,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-14,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-15,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-18,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-19,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-20,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-21,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-22,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-25,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-26,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-27,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-02-28,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-01,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-04,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-05,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-06,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-07,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-08,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-11,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-12,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-13,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-14,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-15,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-18,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-19,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-20,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-21,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-22,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-25,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-26,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-27,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-28,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-29,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-01,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-02,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-03,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-04,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-05,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-08,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-09,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-10,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-11,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-12,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-16,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-17,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-18,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-19,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-22,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-23,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-24,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-25,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-26,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-02,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-03,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-06,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-07,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-08,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-09,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-10,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-13,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-14,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-15,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-16,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-17,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-20,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-21,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-22,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-23,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-24,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-27,0.307,0.307,0.307,0.307,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-28,0.429,0.429,0.429,0.429,100,42.9,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-29,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-30,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-05-31,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-03,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-04,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-05,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-06,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-07,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-10,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-11,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-12,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-13,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-14,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-17,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-18,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-19,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-20,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-21,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-24,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-25,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-26,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-27,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-06-28,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-01,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-02,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-03,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-04,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-05,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-08,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-09,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-10,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-11,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-07-12,0.429,0.429,0.429,0.429,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
